Date,Time,DayOfWeek,CrimeType,Severity,WeaponUsed,VictimAge,VictimGender,SuspectAge,SuspectGender,Location,Temperature,PopulationDensity,PolicePatrolFrequency,ResponseTime,CrimeRate
2022-10-11,05:00 PM,Tuesday,Assault,High,Other,44.0,Female,47.0,Male,Suburban,59.43861683664713,997.0068200673679,Low,24.66207585739765,0.5196678964659299
2022-01-28,08:00 AM,Friday,Theft,Low,Other,29.0,Male,20.0,Female,Rural,59.43861683664713,509.97527340646695,High,16.689723712469167,0.23890469566757655
2022-04-18,08:00 PM,Monday,Robbery,Medium,Knife,44.0,Female,45.0,Male,Suburban,52.891546918398966,354.2838053719054,Medium,16.689723712469167,0.04182162378646537
2022-02-13,10:00 AM,Sunday,Robbery,Medium,Knife,34.0,Male,44.0,Female,Urban,76.32251620733255,911.320632104399,Medium,16.689723712469167,0.6238889431629704
2022-12-06,03:00 AM,Tuesday,Assault,High,Knife,44.0,Male,62.0,Female,Suburban,37.39623457737888,509.97527340646695,High,23.507576497477103,0.5625121191353166
2022-10-13,09:00 AM,Thursday,Assault,Medium,Firearm,44.0,Male,51.0,Male,Rural,49.33431037623851,509.97527340646695,Low,16.689723712469167,0.4021311550288764
2022-11-27,01:00 PM,Sunday,Robbery,Medium,Knife,43.0,Female,33.0,Female,Urban,51.27339414729298,509.97527340646695,Low,16.689723712469167,0.6438939417732101
2022-05-08,05:00 AM,Sunday,Theft,High,Firearm,65.0,Male,44.0,Male,Rural,59.43861683664713,89.02824670777753,Medium,16.689723712469167,0.5196678964659299
2022-12-14,02:00 PM,Wednesday,Assault,Low,Other,44.0,Female,49.0,Male,Urban,59.43861683664713,379.9240505904129,Low,16.689723712469167,0.2505815765941928
2022-08-19,12:00 AM,Friday,Burglary,Low,Knife,61.0,Male,55.0,Female,Urban,84.01100662016607,301.9670963775409,High,16.689723712469167,0.39772897562272236
2022-07-09,11:00 PM,Saturday,Theft,Low,Knife,44.0,Male,25.0,Male,Urban,59.43861683664713,701.7865962463125,High,21.97895864358892,0.4281135697472417
2022-08-13,11:00 PM,Saturday,Assault,High,None,49.0,Female,44.0,Male,Suburban,25.442985127333575,509.97527340646695,Medium,16.689723712469167,0.8802479944755637
2022-10-10,08:00 AM,Monday,Assault,Medium,Firearm,44.0,Female,23.0,Male,Rural,45.35233101764998,509.97527340646695,Medium,5.720908173042634,0.9609041541289595
2022-05-01,04:00 PM,Sunday,Burglary,High,Other,44.0,Female,31.0,Female,Rural,59.43861683664713,509.97527340646695,Medium,13.45349971209521,0.5196678964659299
2022-04-26,05:00 AM,Tuesday,Burglary,High,None,44.0,Female,44.0,Male,Rural,60.47406401171151,102.59182609148905,Low,16.689723712469167,0.7191780240519796
2022-08-21,04:00 PM,Sunday,Robbery,Medium,None,28.0,Female,52.0,Female,Urban,82.21823280542344,561.2149595378226,High,16.689723712469167,0.5196678964659299
2022-09-16,03:00 AM,Friday,Theft,Low,Other,44.0,Male,27.0,Female,Suburban,59.43861683664713,117.02256052439985,High,16.689723712469167,0.689261635465955
2022-12-25,08:00 PM,Sunday,Theft,Low,None,41.0,Male,20.0,Male,Urban,87.58912683284068,509.97527340646695,High,5.808081633152257,0.939109220732689
2022-07-17,09:00 AM,Sunday,Robbery,High,Firearm,40.0,Female,29.0,Male,Rural,59.43861683664713,509.97527340646695,Medium,18.00457339330984,0.5196678964659299
2022-05-17,08:00 PM,Tuesday,Theft,Low,Firearm,32.0,Male,66.0,Female,Suburban,74.97874747685464,675.0524156443627,High,19.178217688309324,0.5196678964659299
2022-11-14,04:00 PM,Monday,Theft,High,Knife,44.0,Male,48.0,Female,Suburban,45.026735801937605,832.701562543431,Low,19.028778666798903,0.5196678964659299
2022-06-14,07:00 PM,Tuesday,Theft,High,None,44.0,Male,44.0,Male,Suburban,24.872443458814615,665.143805791655,Low,16.689723712469167,0.6792470013242746
2022-08-13,06:00 AM,Saturday,Theft,Medium,Knife,68.0,Female,22.0,Male,Rural,59.43861683664713,509.97527340646695,High,16.689723712469167,0.25227895957683644
2022-11-03,04:00 AM,Thursday,Theft,Medium,None,67.0,Male,69.0,Female,Suburban,20.786204205583026,509.97527340646695,Medium,8.338577237638779,0.5196678964659299
2022-08-22,11:00 AM,Monday,Burglary,Medium,Firearm,34.0,Male,44.0,Female,Suburban,59.43861683664713,928.4256791031345,High,12.764425388769684,0.5196678964659299
2022-06-21,05:00 AM,Tuesday,Theft,High,Firearm,68.0,Male,58.0,Female,Urban,46.35034154416606,509.97527340646695,Low,20.393151336129318,0.5196678964659299
2022-06-01,05:00 PM,Wednesday,Burglary,Medium,Firearm,31.0,Female,48.0,Female,Urban,59.43861683664713,161.2111923327695,Low,16.689723712469167,0.793298076698735
2022-11-11,04:00 PM,Friday,Theft,Low,None,44.0,Male,44.0,Female,Suburban,81.29963782083031,509.97527340646695,Low,15.103710794426407,0.5196678964659299
2022-06-09,12:00 AM,Thursday,Robbery,Low,Firearm,44.0,Male,37.0,Male,Suburban,59.43861683664713,509.97527340646695,High,26.88428158318083,0.5196678964659299
2022-04-06,07:00 PM,Wednesday,Assault,High,None,45.0,Female,56.0,Female,Urban,59.43861683664713,509.97527340646695,Low,16.689723712469167,0.5196678964659299
2022-08-21,10:00 AM,Sunday,Burglary,High,Knife,68.0,Female,44.0,Female,Urban,43.513340840394704,509.97527340646695,Medium,15.069403358708328,0.5959479507926143
2022-06-29,03:00 PM,Wednesday,Theft,Medium,None,44.0,Male,44.0,Male,Urban,55.7061087989249,641.4466279411427,High,16.689723712469167,0.0313615688045884
2022-04-23,12:00 AM,Saturday,Robbery,High,Knife,64.0,Male,30.0,Male,Rural,59.43861683664713,59.54463200209001,High,18.778533404868348,0.17026913712859426
2022-11-14,03:00 AM,Monday,Assault,High,None,44.0,Female,44.0,Female,Rural,75.43361833798309,235.0984670725959,Low,16.689723712469167,0.5196678964659299
2022-02-21,11:00 AM,Monday,Burglary,Low,Knife,24.0,Female,59.0,Female,Urban,59.43861683664713,509.97527340646695,Low,7.860954087921202,0.41987037178227127
2022-09-25,09:00 AM,Sunday,Assault,Low,Firearm,62.0,Female,67.0,Male,Suburban,59.43861683664713,509.97527340646695,Medium,12.63581915219677,0.5196678964659299
2022-10-22,07:00 AM,Saturday,Robbery,Medium,Knife,52.0,Female,44.0,Female,Urban,59.43861683664713,509.97527340646695,High,16.689723712469167,0.5196678964659299
2022-04-23,01:00 AM,Saturday,Burglary,High,Firearm,44.0,Female,37.0,Female,Rural,59.43861683664713,453.1534247509529,Low,14.147985885339386,0.8341352384103843
2022-04-11,07:00 AM,Monday,Assault,High,Firearm,26.0,Female,69.0,Male,Suburban,93.20787635920239,728.961284556291,Medium,11.040061551000997,0.7845056022962172
2022-04-23,06:00 PM,Saturday,Theft,Low,Knife,44.0,Female,30.0,Female,Rural,59.43861683664713,623.6031194218122,Low,21.805016589127806,0.18535397572184953
2022-03-22,02:00 AM,Tuesday,Burglary,High,None,69.0,Male,44.0,Male,Suburban,59.43861683664713,333.97984259341655,High,16.689723712469167,0.5196678964659299
2022-07-06,02:00 AM,Wednesday,Assault,Low,None,62.0,Female,53.0,Male,Rural,65.46148930150147,509.97527340646695,Low,16.689723712469167,0.5196678964659299
2022-04-23,11:00 PM,Saturday,Robbery,Medium,Other,44.0,Female,44.0,Male,Suburban,59.43861683664713,256.8148089143708,High,7.639959900653524,0.5196678964659299
2022-01-02,03:00 PM,Sunday,Robbery,Low,None,34.0,Male,18.0,Male,Suburban,57.954793131773926,967.7203861736981,Low,16.689723712469167,0.31039809529584483
2022-05-10,02:00 AM,Tuesday,Burglary,High,Other,66.0,Female,32.0,Female,Suburban,46.702127765583825,174.10266247949176,High,16.689723712469167,0.6561111504781671
2022-08-08,05:00 PM,Monday,Assault,Medium,None,50.0,Female,44.0,Male,Suburban,66.34507222307687,403.2449453380985,Medium,26.74823905992484,0.21046174768321224
2022-02-23,04:00 AM,Wednesday,Burglary,Low,None,49.0,Male,44.0,Female,Rural,59.43861683664713,74.54702360901064,High,16.689723712469167,0.5196678964659299
2022-12-09,04:00 AM,Friday,Burglary,Low,Firearm,44.0,Female,41.0,Female,Rural,65.54439875297616,260.6905173368691,Medium,16.689723712469167,0.24006965310717865
2022-08-12,09:00 PM,Friday,Assault,Medium,Other,36.0,Male,44.0,Female,Suburban,70.53779346612671,509.97527340646695,High,19.301365979534538,0.5196678964659299
2022-08-13,03:00 PM,Saturday,Assault,Medium,None,55.0,Male,44.0,Female,Suburban,61.499827769176754,509.97527340646695,Medium,16.689723712469167,0.1082266467655486
2022-05-06,05:00 PM,Friday,Theft,Low,Other,20.0,Male,44.0,Female,Rural,24.093240515638072,509.97527340646695,Low,16.689723712469167,0.5196678964659299
2022-05-10,05:00 AM,Tuesday,Assault,High,Firearm,44.0,Male,44.0,Male,Suburban,38.62868455008754,500.7305208522971,High,23.04942404496327,0.3335123536628668
2022-02-22,08:00 AM,Tuesday,Robbery,Low,Firearm,44.0,Female,40.0,Male,Suburban,59.36013835456662,59.47077299779257,Low,28.443541373370554,0.21897012710580133
2022-06-21,04:00 PM,Tuesday,Burglary,Medium,Other,44.0,Male,63.0,Male,Suburban,59.43861683664713,130.52784670501651,Medium,16.689723712469167,0.49654981360183126
2022-08-06,07:00 PM,Saturday,Burglary,Low,Firearm,63.0,Male,25.0,Male,Urban,34.54108782089554,509.97527340646695,High,5.4875661902630055,0.27699781845471605
2022-06-09,01:00 PM,Thursday,Robbery,Medium,Knife,44.0,Female,25.0,Female,Suburban,60.330627353475066,782.899677616626,High,25.142619812030087,0.5349040863826443
2022-07-17,06:00 AM,Sunday,Assault,Medium,Knife,44.0,Male,43.0,Male,Urban,45.82478347582803,509.97527340646695,Low,7.704234688768983,0.5196678964659299
2022-09-04,05:00 PM,Sunday,Robbery,High,Firearm,44.0,Male,44.0,Female,Suburban,40.64861145387318,861.7896641152121,High,29.667419902010597,0.1320668107690408
2022-11-20,11:00 PM,Sunday,Robbery,Medium,Knife,49.0,Male,30.0,Female,Rural,59.43861683664713,699.0167850778272,High,16.689723712469167,0.265895242027262
2022-07-22,10:00 PM,Friday,Theft,Medium,None,44.0,Male,56.0,Male,Urban,30.66274064657385,99.7162144356297,Low,16.689723712469167,0.4384398449615252
2022-07-03,06:00 AM,Sunday,Robbery,High,Other,46.0,Female,44.0,Male,Urban,94.21965864603258,509.97527340646695,High,9.972292573450435,0.5196678964659299
2022-05-03,10:00 PM,Tuesday,Burglary,Medium,None,39.0,Male,66.0,Male,Suburban,59.43861683664713,853.2352702985324,Low,11.007807757416861,0.770642527014762
2022-09-12,09:00 AM,Monday,Robbery,High,Other,44.0,Female,44.0,Male,Suburban,76.60964685924283,509.97527340646695,Low,16.689723712469167,0.6218245645904158
2022-10-21,12:00 PM,Friday,Burglary,High,Firearm,20.0,Female,42.0,Female,Urban,28.4971062070765,533.0550835426247,Low,16.689723712469167,0.6013596072783542
2022-10-07,09:00 PM,Friday,Burglary,Medium,None,44.0,Male,33.0,Female,Rural,82.07018035757544,271.25674671700756,Low,29.559763862939164,0.5196678964659299
2022-11-21,08:00 PM,Monday,Burglary,Medium,Firearm,44.0,Male,19.0,Male,Rural,84.63658624872151,853.0634769042904,Low,16.689723712469167,0.5903131723250685
2022-04-08,11:00 AM,Friday,Assault,Low,Firearm,44.0,Male,35.0,Female,Suburban,81.42116941714701,740.8046692531316,Medium,8.352990567744754,0.9346519527072206
2022-07-17,02:00 PM,Sunday,Theft,High,Other,44.0,Male,44.0,Female,Rural,29.11727096953929,509.97527340646695,Medium,16.689723712469167,0.5196678964659299
2022-08-28,04:00 PM,Sunday,Burglary,Low,Other,29.0,Female,44.0,Female,Rural,71.51263656542118,509.97527340646695,Low,26.707425454033196,0.04779970965774927
2022-05-24,02:00 PM,Tuesday,Burglary,Medium,Other,44.0,Female,56.0,Male,Suburban,59.43861683664713,264.3813538994523,Medium,12.367871171411718,0.19149340993080233
2022-04-07,03:00 AM,Thursday,Assault,Low,None,44.0,Female,44.0,Female,Rural,66.18827209757342,251.20824238742756,Medium,5.045300846731291,0.5196678964659299
2022-07-20,07:00 AM,Wednesday,Burglary,High,Knife,44.0,Male,44.0,Male,Suburban,59.43861683664713,802.9127792402699,High,10.595452151410722,0.5196678964659299
2022-05-04,07:00 AM,Wednesday,Robbery,Low,Other,44.0,Female,67.0,Male,Urban,59.43861683664713,227.56193162761227,Low,16.689723712469167,0.6719438858486502
2022-07-06,02:00 AM,Wednesday,Robbery,High,Other,44.0,Male,44.0,Female,Suburban,59.43861683664713,113.3268383321408,Medium,29.77465423741713,0.4594833010501653
2022-11-22,10:00 AM,Tuesday,Theft,Medium,None,44.0,Male,63.0,Female,Urban,22.750148668138017,998.6327662563472,High,18.08853984642704,0.9917788783346931
2022-12-15,12:00 AM,Thursday,Burglary,Medium,Other,64.0,Male,47.0,Male,Urban,71.11704175786276,509.97527340646695,High,10.117848689877533,0.22688591480294484
2022-09-16,06:00 PM,Friday,Assault,High,None,52.0,Male,44.0,Female,Rural,59.43861683664713,843.4818571509223,Low,16.689723712469167,0.31083010102749464
2022-05-28,05:00 PM,Saturday,Robbery,Medium,Firearm,36.0,Male,44.0,Female,Rural,54.80116754721787,509.97527340646695,Low,13.257692188921961,0.984240716801649
2022-09-09,07:00 AM,Friday,Assault,Medium,Other,44.0,Female,60.0,Male,Rural,59.43861683664713,849.5346867699245,High,16.689723712469167,0.831758140802247
2022-12-12,06:00 PM,Monday,Assault,Medium,Other,25.0,Female,38.0,Male,Suburban,63.634236016937045,576.8894666505877,Low,16.689723712469167,0.46979922067853275
2022-05-27,07:00 AM,Friday,Robbery,Medium,Firearm,43.0,Male,44.0,Male,Rural,30.673306841856565,906.549668012042,Low,16.689723712469167,0.5545968855459897
2022-05-28,12:00 AM,Saturday,Assault,High,Firearm,66.0,Female,38.0,Male,Urban,75.33147215786545,929.8833370938953,High,8.006274664268366,0.5196678964659299
2022-12-18,02:00 AM,Sunday,Robbery,Low,Firearm,57.0,Male,65.0,Female,Rural,83.60092295427762,58.643272216737195,High,10.76835691515297,0.5196678964659299
2022-07-18,10:00 PM,Monday,Assault,Low,Other,44.0,Male,34.0,Female,Rural,59.43861683664713,121.64156719314886,Low,16.689723712469167,0.20602372358208432
2022-11-04,08:00 PM,Friday,Robbery,Medium,Knife,44.0,Male,44.0,Male,Suburban,28.34504698815057,287.8407930923127,Medium,23.943373612557345,0.8284445385543855
2022-05-08,01:00 AM,Sunday,Burglary,Low,Knife,24.0,Female,44.0,Male,Suburban,31.64123862298873,685.8496455453266,Low,16.689723712469167,0.5377724912756434
2022-02-08,07:00 AM,Tuesday,Theft,Low,Knife,44.0,Male,69.0,Male,Urban,90.17020495188014,509.97527340646695,Medium,22.224999624714208,0.5196678964659299
2022-12-04,02:00 AM,Sunday,Robbery,Medium,Other,44.0,Male,44.0,Female,Suburban,59.43861683664713,509.97527340646695,High,16.689723712469167,0.5055858311843976
2022-12-26,01:00 AM,Monday,Robbery,Medium,Firearm,44.0,Female,44.0,Male,Rural,59.43861683664713,626.6244604605522,Medium,16.689723712469167,0.4132033805968588
2022-05-09,10:00 AM,Monday,Theft,Low,Other,44.0,Female,69.0,Female,Suburban,28.53694552818834,229.07486015578309,High,16.689723712469167,0.5196678964659299
2022-09-24,02:00 AM,Saturday,Robbery,High,Firearm,54.0,Female,27.0,Male,Urban,71.96448054055693,509.97527340646695,Low,28.272453609285737,0.1260554313607034
2022-05-31,04:00 PM,Tuesday,Robbery,Medium,Other,18.0,Male,44.0,Male,Rural,89.4399673516072,968.9617057857963,Low,16.689723712469167,0.8752098044480255
2022-10-25,07:00 AM,Tuesday,Assault,High,Other,32.0,Male,48.0,Male,Urban,86.25486954587623,509.97527340646695,High,15.15622739942262,0.5122110168102847
2022-04-09,08:00 AM,Saturday,Theft,Low,Firearm,44.0,Female,44.0,Female,Suburban,70.0843767184641,509.97527340646695,High,24.275959256121368,0.5196678964659299
2022-09-20,09:00 PM,Tuesday,Burglary,Medium,Knife,30.0,Male,44.0,Female,Suburban,26.02229733213389,131.8103049810551,High,16.689723712469167,0.16196718440294033
2022-09-09,03:00 PM,Friday,Robbery,High,Firearm,57.0,Female,47.0,Female,Urban,28.99176217408104,509.97527340646695,Low,28.671063791687896,0.7008179626386793
2022-05-24,06:00 AM,Tuesday,Theft,Medium,None,25.0,Female,50.0,Male,Rural,23.944718968785974,527.6442697543465,Low,16.689723712469167,0.9268067091100405
2022-12-12,05:00 PM,Monday,Assault,Low,None,44.0,Male,69.0,Female,Suburban,40.598337319397544,509.97527340646695,Medium,26.873485140066784,0.5196678964659299
2022-04-22,04:00 AM,Friday,Burglary,High,Firearm,44.0,Male,26.0,Female,Suburban,30.85291737283022,509.97527340646695,High,25.270702834056774,0.5196678964659299
2022-03-01,11:00 PM,Tuesday,Theft,Low,Other,18.0,Female,44.0,Male,Rural,59.43861683664713,509.97527340646695,Medium,29.52465756996708,0.5196678964659299
2022-01-02,06:00 PM,Sunday,Burglary,Low,None,44.0,Female,18.0,Male,Suburban,59.43861683664713,545.7393315399299,Low,16.689723712469167,0.5196678964659299
2022-10-31,06:00 PM,Monday,Burglary,Medium,None,52.0,Female,61.0,Female,Urban,59.43861683664713,606.3716186573592,Medium,27.45309586782197,0.0037676945505330517
2022-09-11,03:00 PM,Sunday,Burglary,High,Other,44.0,Female,52.0,Female,Suburban,68.83008478253537,58.070799676849035,Medium,16.689723712469167,0.6313774363954292
2022-05-20,07:00 AM,Friday,Robbery,Low,Other,57.0,Male,44.0,Female,Suburban,59.43861683664713,509.97527340646695,Low,16.689723712469167,0.5196678964659299
2022-02-06,03:00 PM,Sunday,Robbery,Low,Knife,44.0,Female,44.0,Female,Rural,59.43861683664713,509.97527340646695,Low,7.653135464122561,0.5196678964659299
2022-06-09,01:00 PM,Thursday,Assault,High,Other,26.0,Female,44.0,Male,Urban,29.00025044213054,397.9720668961961,High,16.689723712469167,0.45142300360497034
2022-01-09,06:00 AM,Sunday,Assault,Low,Firearm,44.0,Female,26.0,Male,Rural,59.43861683664713,100.28913879037734,Medium,29.466352033449123,0.5196678964659299
2022-08-21,03:00 AM,Sunday,Theft,Low,Firearm,63.0,Male,44.0,Male,Suburban,59.43861683664713,767.1859127957979,Low,23.165110933296724,0.5196678964659299
2022-04-09,03:00 AM,Saturday,Assault,High,Knife,31.0,Male,32.0,Female,Suburban,71.12862775957652,957.4164024542258,Low,16.689723712469167,0.6345349333661077
2022-05-27,09:00 PM,Friday,Burglary,High,None,44.0,Female,29.0,Female,Rural,47.27695789143908,278.1440162209135,Medium,25.107617823887917,0.5196678964659299
2022-10-31,01:00 PM,Monday,Burglary,High,None,47.0,Male,44.0,Male,Rural,99.81378106117273,509.97527340646695,Low,16.689723712469167,0.5196678964659299
2022-07-27,11:00 AM,Wednesday,Robbery,High,Other,44.0,Male,44.0,Male,Rural,41.08411835974223,509.97527340646695,High,11.230094264782181,0.5196678964659299
2022-05-11,01:00 PM,Wednesday,Burglary,Medium,Firearm,44.0,Male,44.0,Female,Urban,42.33043766194157,509.97527340646695,High,13.546640044058758,0.5196678964659299
2022-06-01,01:00 PM,Wednesday,Theft,High,None,28.0,Female,44.0,Female,Suburban,59.43861683664713,197.0993249150822,Medium,9.206511108450103,0.451407670433569
2022-02-23,02:00 PM,Wednesday,Burglary,Medium,Knife,52.0,Female,44.0,Male,Rural,21.971552370905812,388.38424628831046,High,19.54128331682517,0.5196678964659299
2022-04-30,11:00 PM,Saturday,Burglary,Medium,Knife,25.0,Male,44.0,Male,Suburban,75.73511902985575,712.1623632375498,Low,29.386263103373782,0.5208287305407416
2022-06-10,01:00 AM,Friday,Theft,Medium,Firearm,20.0,Female,29.0,Male,Urban,59.43861683664713,582.110183858881,Low,24.036470835903966,0.5196678964659299
2022-04-26,09:00 PM,Tuesday,Assault,Low,Knife,31.0,Female,18.0,Female,Urban,86.91028619283195,509.97527340646695,Low,16.689723712469167,0.25608842623842376
2022-03-16,08:00 PM,Wednesday,Assault,Medium,Knife,30.0,Male,60.0,Female,Urban,97.95514485107803,509.97527340646695,Low,16.689723712469167,0.12034044024305202
2022-04-23,08:00 PM,Saturday,Theft,Medium,Firearm,62.0,Male,44.0,Female,Urban,98.0481535325322,584.0053384920681,Medium,12.831900278454468,0.5196678964659299
2022-04-14,03:00 AM,Thursday,Robbery,Low,Other,49.0,Female,44.0,Female,Suburban,25.22214060531711,509.97527340646695,High,16.689723712469167,0.7574625233406886
2022-12-06,01:00 AM,Tuesday,Burglary,Low,Other,51.0,Male,44.0,Female,Urban,85.7471458202322,509.97527340646695,High,13.106271846299265,0.22352782230151136
2022-09-11,12:00 PM,Sunday,Theft,Low,Knife,62.0,Female,44.0,Female,Urban,59.43861683664713,509.97527340646695,Low,16.689723712469167,0.5196678964659299
2022-08-15,11:00 PM,Monday,Burglary,High,Other,36.0,Female,44.0,Male,Rural,71.7873707498473,509.97527340646695,Medium,16.069123921547366,0.5196678964659299
2022-04-22,10:00 AM,Friday,Robbery,Low,Other,55.0,Male,44.0,Male,Urban,30.267994129175584,509.97527340646695,Low,11.331320424142906,0.5196678964659299
2022-04-09,03:00 AM,Saturday,Burglary,Low,Knife,44.0,Female,48.0,Female,Rural,72.01497331565227,509.97527340646695,Low,16.689723712469167,0.5196678964659299
2022-06-02,07:00 AM,Thursday,Theft,Medium,Other,19.0,Female,34.0,Male,Urban,59.43861683664713,509.97527340646695,Medium,7.543863212525394,0.3386432714478632
2022-12-15,06:00 AM,Thursday,Burglary,Low,Knife,57.0,Male,44.0,Female,Urban,59.43861683664713,509.97527340646695,Medium,16.689723712469167,0.12648025669130947
2022-12-04,06:00 AM,Sunday,Assault,High,None,44.0,Male,49.0,Male,Rural,59.43861683664713,590.4753355524805,Low,5.132854228871551,0.5196678964659299
2022-07-13,05:00 PM,Wednesday,Robbery,Low,Firearm,51.0,Male,44.0,Female,Urban,59.43861683664713,887.6235211566554,High,13.201742112141444,0.01480886113262514
2022-11-06,02:00 PM,Sunday,Robbery,High,Firearm,59.0,Female,38.0,Male,Suburban,59.43861683664713,944.8103078973992,Low,21.509670955022216,0.8410449825125603
2022-06-12,04:00 AM,Sunday,Robbery,Low,Other,33.0,Male,44.0,Male,Suburban,86.11122492804442,752.5850857057046,High,16.689723712469167,0.5134979613418572
2022-07-27,01:00 PM,Wednesday,Theft,Low,Other,44.0,Male,57.0,Female,Urban,76.11992811721328,132.28877281195935,High,16.331542084543077,0.13916001090796182
2022-06-18,05:00 AM,Saturday,Robbery,Low,Other,19.0,Male,40.0,Female,Suburban,59.43861683664713,685.6964477581082,Medium,16.689723712469167,0.2369803183889847
2022-06-10,08:00 AM,Friday,Assault,Low,Firearm,44.0,Male,44.0,Male,Rural,24.408122812706488,509.97527340646695,Medium,13.997850905384086,0.44797519213852666
2022-03-09,02:00 PM,Wednesday,Theft,High,None,43.0,Female,44.0,Male,Urban,54.15157822586421,497.16594951650853,Low,21.69515549966542,0.18886938281554866
2022-10-16,07:00 AM,Sunday,Assault,High,None,30.0,Female,44.0,Female,Urban,57.52199517743068,509.97527340646695,High,6.014899632559335,0.26859916150108587
2022-10-04,02:00 AM,Tuesday,Burglary,Medium,Firearm,64.0,Male,55.0,Male,Rural,94.28444263153088,509.97527340646695,High,14.768824614175104,0.5196678964659299
2022-10-31,02:00 PM,Monday,Burglary,High,None,48.0,Female,44.0,Female,Rural,59.43861683664713,800.9879271569654,Low,16.689723712469167,0.8326090130383855
2022-05-15,05:00 PM,Sunday,Burglary,Low,Firearm,51.0,Male,62.0,Female,Rural,59.43861683664713,481.2608913954668,Low,16.689723712469167,0.5196678964659299
2022-07-14,03:00 AM,Thursday,Burglary,Medium,None,44.0,Male,68.0,Male,Urban,59.43861683664713,336.5791295495914,Low,22.903719471892366,0.7169752735535483
2022-05-08,01:00 AM,Sunday,Assault,Medium,Knife,44.0,Female,44.0,Female,Rural,25.284424625772807,509.97527340646695,Medium,16.689723712469167,0.5196678964659299
2022-02-02,08:00 PM,Wednesday,Theft,Medium,Knife,25.0,Female,44.0,Male,Rural,59.43861683664713,861.6795376593961,Low,11.180127973265831,0.21630094029616198
2022-06-25,05:00 PM,Saturday,Theft,Low,Firearm,40.0,Male,66.0,Male,Suburban,59.43861683664713,761.549066534709,Low,29.902218181612806,0.8071919704021601
2022-01-22,12:00 AM,Saturday,Robbery,High,None,44.0,Male,52.0,Female,Suburban,59.43861683664713,509.97527340646695,High,16.689723712469167,0.7574021983310274
2022-08-26,02:00 AM,Friday,Assault,Low,Other,44.0,Female,68.0,Male,Urban,48.42271793895381,509.97527340646695,Low,16.689723712469167,0.356937297948135
2022-06-07,07:00 AM,Tuesday,Burglary,Medium,None,46.0,Male,28.0,Female,Suburban,74.60093840929602,509.97527340646695,High,8.250656391253315,0.9895199595008671
2022-02-07,05:00 AM,Monday,Assault,Low,Knife,56.0,Female,41.0,Female,Suburban,59.43861683664713,509.97527340646695,High,13.19137409209039,0.5196678964659299
2022-08-18,01:00 PM,Thursday,Robbery,Low,Knife,44.0,Male,66.0,Female,Rural,59.43861683664713,602.5093959572675,Medium,10.254395880848083,0.5196678964659299
2022-02-20,03:00 PM,Sunday,Robbery,High,None,18.0,Male,38.0,Male,Rural,41.451458368953666,556.8061983075437,Low,17.4421989886943,0.5196678964659299
2022-09-21,03:00 PM,Wednesday,Assault,High,None,34.0,Female,44.0,Female,Suburban,45.25347849312528,616.5739197078384,Low,16.689723712469167,0.5196678964659299
2022-10-10,06:00 AM,Monday,Assault,Medium,Other,58.0,Female,19.0,Male,Suburban,30.020098487696636,397.7268524591895,High,16.689723712469167,0.33079499478104324
2022-01-27,12:00 PM,Thursday,Assault,Low,Other,44.0,Female,57.0,Female,Suburban,59.43861683664713,509.97527340646695,Medium,5.868498686119537,0.17866280533910295
2022-08-14,01:00 AM,Sunday,Theft,Low,None,30.0,Female,36.0,Female,Urban,23.183770186852204,547.1219368352373,Medium,12.996989416694085,0.5196678964659299
2022-10-04,05:00 AM,Tuesday,Burglary,High,None,38.0,Female,56.0,Female,Urban,67.81458684187672,160.91050763035577,Low,16.689723712469167,0.786321806136077
2022-10-13,12:00 PM,Thursday,Assault,Low,None,36.0,Female,45.0,Male,Urban,59.43861683664713,172.61186858760982,High,20.120044046099096,0.5665640032301404
2022-04-07,12:00 AM,Thursday,Assault,Low,None,36.0,Female,44.0,Male,Suburban,91.26657186317068,560.0161891774874,Low,17.003155725355228,0.5196678964659299
2022-10-11,12:00 PM,Tuesday,Assault,Low,Firearm,42.0,Male,23.0,Female,Suburban,55.923020829596936,939.7417071672972,Low,25.39163852036584,0.31816327042265424
2022-11-13,08:00 AM,Sunday,Robbery,High,None,39.0,Male,36.0,Female,Urban,56.7442950570459,342.9345155923888,Low,6.56805428536147,0.2196190454793372
2022-10-31,02:00 PM,Monday,Robbery,Medium,Other,48.0,Male,44.0,Male,Urban,59.43861683664713,876.0641104162573,Low,16.689723712469167,0.5196678964659299
2022-05-27,09:00 AM,Friday,Theft,Medium,Knife,44.0,Female,45.0,Male,Suburban,73.66120203544286,775.8908072499354,High,17.36885601089259,0.5196678964659299
2022-01-04,01:00 PM,Tuesday,Burglary,Low,Firearm,44.0,Female,44.0,Male,Rural,85.70075362982764,509.97527340646695,Medium,8.344017376925054,0.22490597055182238
2022-02-04,10:00 PM,Friday,Theft,Medium,None,44.0,Female,44.0,Female,Urban,39.57240436837704,509.97527340646695,Low,16.689723712469167,0.07661076426111324
2022-07-11,11:00 PM,Monday,Burglary,High,Knife,44.0,Male,44.0,Male,Suburban,59.43861683664713,146.75490188526362,Low,21.230719488524088,0.810516486586372
2022-02-18,05:00 PM,Friday,Robbery,High,Firearm,27.0,Female,44.0,Female,Suburban,87.10714694122163,742.0692371550682,Low,9.088642170603482,0.5196678964659299
